Date,Employee_ID,Clock_In,Clock_Out,Total_Hours,OT_Hours
2023-09-13,Person_28,08:58,17:19,8.35,0.35
2023-09-14,Person_28,08:44,17:14,8.5,0.5
2023-09-15,Person_28,08:46,16:54,8.13,0.13
2023-09-16,Person_28,08:47,16:59,8.2,0.2
2023-09-17,Person_28,08:57,17:17,8.33,0.33
2023-09-18,Person_28,08:58,17:07,8.15,0.15
2023-09-19,Person_28,09:05,17:00,7.92,0.0
2023-09-20,Person_28,09:04,16:50,7.77,0.0
2023-09-21,Person_28,09:10,17:11,8.02,0.02
2023-09-22,Person_28,08:48,16:59,8.18,0.18
2023-09-23,Person_28,09:00,16:52,7.87,0.0
2023-09-24,Person_28,08:52,16:53,8.02,0.02
2023-09-25,Person_28,08:59,16:48,7.82,0.0
2023-09-26,Person_28,09:01,17:13,8.2,0.2
2023-09-27,Person_28,08:57,16:56,7.98,0.0
2023-09-28,Person_28,08:52,16:45,7.88,0.0
2023-09-29,Person_28,08:46,17:11,8.42,0.42
2023-09-30,Person_28,09:15,16:45,7.5,0.0
2023-10-01,Person_28,08:50,16:59,8.15,0.15
2023-10-02,Person_28,08:50,17:07,8.28,0.28
2023-10-03,Person_28,09:10,16:41,7.52,0.0
2023-10-04,Person_28,08:45,17:17,8.53,0.53
2023-10-05,Person_28,09:07,16:52,7.75,0.0
2023-10-06,Person_28,08:58,17:06,8.13,0.13
2023-10-07,Person_28,08:50,17:00,8.17,0.17
2023-10-08,Person_28,09:06,17:20,8.23,0.23
2023-10-09,Person_28,08:51,17:10,8.32,0.32
2023-10-10,Person_28,08:47,17:05,8.3,0.3
2023-10-11,Person_28,08:42,17:03,8.35,0.35
2023-10-12,Person_28,09:10,16:57,7.78,0.0
2023-10-13,Person_28,09:23,17:01,7.63,0.0
2023-10-14,Person_28,09:09,17:05,7.93,0.0
2023-10-15,Person_28,09:01,17:20,8.32,0.32
2023-10-16,Person_28,08:59,17:02,8.05,0.05
2023-10-17,Person_28,09:14,16:58,7.73,0.0
2023-10-18,Person_28,08:38,17:05,8.45,0.45
2023-10-19,Person_28,09:04,17:18,8.23,0.23
2023-10-20,Person_28,08:36,16:39,8.05,0.05
2023-10-21,Person_28,09:04,17:04,8.0,0.0
2023-10-22,Person_28,09:01,17:09,8.13,0.13
2023-10-23,Person_28,09:10,17:00,7.83,0.0
2023-10-24,Person_28,09:01,16:56,7.92,0.0
2023-10-25,Person_28,09:00,17:28,8.47,0.47
2023-10-26,Person_28,08:46,16:52,8.1,0.1
2023-10-27,Person_28,09:00,16:34,7.57,0.0
2023-10-28,Person_28,08:41,16:52,8.18,0.18
2023-10-29,Person_28,09:08,17:02,7.9,0.0
2023-10-30,Person_28,09:08,17:05,7.95,0.0
2023-10-31,Person_28,08:35,17:22,8.78,0.78
2023-11-01,Person_28,09:11,16:52,7.68,0.0
2023-11-02,Person_28,08:55,17:02,8.12,0.12
2023-11-03,Person_28,08:57,17:01,8.07,0.07
2023-11-04,Person_28,08:55,17:19,8.4,0.4
2023-11-05,Person_28,08:53,16:59,8.1,0.1
2023-11-06,Person_28,08:50,16:51,8.02,0.02
2023-11-07,Person_28,09:15,17:08,7.88,0.0
2023-11-08,Person_28,09:05,16:51,7.77,0.0
2023-11-09,Person_28,08:57,17:00,8.05,0.05
2023-11-10,Person_28,08:54,16:54,8.0,0.0
2023-11-11,Person_28,09:08,17:14,8.1,0.1
2023-11-12,Person_28,08:55,16:55,8.0,0.0
2023-11-13,Person_28,09:08,17:08,8.0,0.0
2023-11-14,Person_28,09:00,17:02,8.03,0.03
2023-11-15,Person_28,09:10,16:43,7.55,0.0
2023-11-16,Person_28,08:47,17:31,8.73,0.73
2023-11-17,Person_28,08:57,17:10,8.22,0.22
2023-11-18,Person_28,08:53,16:55,8.03,0.03
2023-11-19,Person_28,08:48,16:58,8.17,0.17
2023-11-20,Person_28,09:00,16:59,7.98,0.0
2023-11-21,Person_28,08:53,17:16,8.38,0.38
2023-11-22,Person_28,08:42,16:53,8.18,0.18
2023-11-23,Person_28,08:37,16:54,8.28,0.28
2023-11-24,Person_28,08:53,17:09,8.27,0.27
2023-11-25,Person_28,08:58,16:52,7.9,0.0
2023-11-26,Person_28,09:00,17:15,8.25,0.25
2023-11-27,Person_28,08:45,16:51,8.1,0.1
2023-11-28,Person_28,09:03,17:06,8.05,0.05
2023-11-29,Person_28,08:48,16:50,8.03,0.03
2023-11-30,Person_28,09:03,16:48,7.75,0.0
2023-12-01,Person_28,08:46,16:46,8.0,0.0
2023-12-02,Person_28,08:45,16:39,7.9,0.0
2023-12-03,Person_28,08:43,17:00,8.28,0.28
2023-12-04,Person_28,09:12,17:15,8.05,0.05
2023-12-05,Person_28,08:40,17:06,8.43,0.43
2023-12-06,Person_28,08:54,17:09,8.25,0.25
2023-12-07,Person_28,09:01,17:09,8.13,0.13
2023-12-08,Person_28,08:44,16:42,7.97,0.0
2023-12-09,Person_28,08:47,17:07,8.33,0.33
2023-12-10,Person_28,08:38,17:05,8.45,0.45
2023-12-11,Person_28,08:46,16:50,8.07,0.07
2023-12-12,Person_28,09:00,16:44,7.73,0.0
2023-12-13,Person_28,08:57,17:19,8.37,0.37
2023-12-14,Person_28,09:03,17:21,8.3,0.3
2023-12-15,Person_28,09:03,17:23,8.33,0.33
2023-12-16,Person_28,08:54,16:50,7.93,0.0
2023-12-17,Person_28,09:04,16:34,7.5,0.0
2023-12-18,Person_28,09:15,17:26,8.18,0.18
2023-12-19,Person_28,08:47,16:52,8.08,0.08
2023-12-20,Person_28,08:47,17:12,8.42,0.42
2023-12-21,Person_28,08:33,16:36,8.05,0.05
2023-12-22,Person_28,09:07,17:05,7.97,0.0
2023-12-23,Person_28,08:53,16:44,7.85,0.0
2023-12-24,Person_28,08:53,16:59,8.1,0.1
2023-12-25,Person_28,09:10,17:04,7.9,0.0
2023-12-26,Person_28,09:01,17:02,8.02,0.02
2023-12-27,Person_28,08:53,16:49,7.93,0.0
2023-12-28,Person_28,08:53,16:59,8.1,0.1
2023-12-29,Person_28,09:01,16:54,7.88,0.0
2023-12-30,Person_28,08:37,16:50,8.22,0.22
2023-12-31,Person_28,08:51,16:57,8.1,0.1
2024-01-01,Person_28,08:41,16:43,8.03,0.03
2024-01-02,Person_28,08:58,16:54,7.93,0.0
2024-01-03,Person_28,08:58,16:56,7.97,0.0
2024-01-04,Person_28,08:46,16:53,8.12,0.12
2024-01-05,Person_28,08:48,17:07,8.32,0.32
2024-01-06,Person_28,08:50,17:07,8.28,0.28
2024-01-07,Person_28,08:57,17:00,8.05,0.05
2024-01-08,Person_28,08:52,16:55,8.05,0.05
2024-01-09,Person_28,08:48,17:11,8.38,0.38
2024-01-10,Person_28,08:57,17:00,8.05,0.05
2024-01-11,Person_28,09:01,16:55,7.9,0.0
2024-01-12,Person_28,08:52,16:44,7.87,0.0
2024-01-13,Person_28,08:47,16:55,8.13,0.13
2024-01-14,Person_28,09:24,17:14,7.83,0.0
2024-01-15,Person_28,08:48,17:16,8.47,0.47
2024-01-16,Person_28,08:52,16:58,8.1,0.1
2024-01-17,Person_28,09:04,16:54,7.83,0.0
2024-01-18,Person_28,09:13,16:48,7.58,0.0
2024-01-19,Person_28,08:53,17:16,8.38,0.38
2024-01-20,Person_28,09:04,16:56,7.87,0.0
2024-01-21,Person_28,09:03,17:10,8.12,0.12
2024-01-22,Person_28,09:04,17:11,8.12,0.12
2024-01-23,Person_28,08:40,17:03,8.38,0.38
2024-01-24,Person_28,09:10,17:09,7.98,0.0
2024-01-25,Person_28,08:47,17:02,8.25,0.25
2024-01-26,Person_28,08:42,16:55,8.22,0.22
2024-01-27,Person_28,08:46,17:13,8.45,0.45
2024-01-28,Person_28,09:01,17:03,8.03,0.03
2024-01-29,Person_28,08:44,17:04,8.33,0.33
2024-01-30,Person_28,09:01,17:09,8.13,0.13
2024-01-31,Person_28,08:57,17:12,8.25,0.25
2024-02-01,Person_28,08:25,17:06,8.68,0.68
2024-02-02,Person_28,09:08,16:56,7.8,0.0
2024-02-03,Person_28,08:53,16:55,8.03,0.03
2024-02-04,Person_28,08:48,17:04,8.27,0.27
2024-02-05,Person_28,09:07,17:02,7.92,0.0
2024-02-06,Person_28,08:41,17:05,8.4,0.4
2024-02-07,Person_28,09:04,17:01,7.95,0.0
2024-02-08,Person_28,09:00,17:00,8.0,0.0
2024-02-09,Person_28,08:46,16:51,8.08,0.08
2024-02-10,Person_28,08:51,17:00,8.15,0.15
2024-02-11,Person_28,08:57,16:53,7.93,0.0
2024-02-12,Person_28,08:53,16:36,7.72,0.0
2024-02-13,Person_28,08:49,16:45,7.93,0.0
2024-02-14,Person_28,08:38,17:06,8.47,0.47
2024-02-15,Person_28,09:01,17:12,8.18,0.18
2024-02-16,Person_28,08:50,16:43,7.88,0.0
2024-02-17,Person_28,09:12,17:07,7.92,0.0
2024-02-18,Person_28,09:00,17:03,8.05,0.05
2024-02-19,Person_28,08:51,16:52,8.02,0.02
2024-02-20,Person_28,08:57,17:20,8.38,0.38
2024-02-21,Person_28,08:52,17:10,8.3,0.3
2024-02-22,Person_28,08:42,17:22,8.67,0.67
2024-02-23,Person_28,08:55,17:07,8.2,0.2
2024-02-24,Person_28,08:41,16:58,8.28,0.28
2024-02-25,Person_28,08:40,16:43,8.05,0.05
2024-02-26,Person_28,09:00,16:43,7.72,0.0
2024-02-27,Person_28,09:01,17:05,8.07,0.07
2024-02-28,Person_28,09:01,17:06,8.08,0.08
2024-02-29,Person_28,08:51,16:55,8.07,0.07
2024-03-01,Person_28,08:58,17:04,8.1,0.1
2024-03-02,Person_28,08:52,16:56,8.07,0.07
2024-03-03,Person_28,08:26,17:10,8.73,0.73
2024-03-04,Person_28,09:00,16:58,7.97,0.0
2024-03-05,Person_28,08:51,17:19,8.47,0.47
2024-03-06,Person_28,08:51,16:50,7.98,0.0
2024-03-07,Person_28,08:58,17:07,8.15,0.15
2024-03-08,Person_28,09:09,17:03,7.9,0.0
2024-03-09,Person_28,09:01,16:49,7.8,0.0
2024-03-10,Person_28,09:12,16:51,7.65,0.0
2024-03-11,Person_28,08:51,17:28,8.62,0.62
2024-03-12,Person_28,08:55,16:59,8.07,0.07
2024-03-13,Person_28,08:56,17:24,8.47,0.47
2024-03-14,Person_28,08:58,17:10,8.2,0.2
2024-03-15,Person_28,08:51,17:05,8.23,0.23
2024-03-16,Person_28,08:41,17:11,8.5,0.5
2024-03-17,Person_28,09:12,16:50,7.63,0.0
2024-03-18,Person_28,08:58,17:05,8.12,0.12
2024-03-19,Person_28,08:59,16:51,7.87,0.0
2024-03-20,Person_28,08:57,17:10,8.22,0.22
2024-03-21,Person_28,08:50,17:03,8.22,0.22
2024-03-22,Person_28,08:47,17:10,8.38,0.38
2024-03-23,Person_28,08:41,17:15,8.57,0.57
2024-03-24,Person_28,08:36,16:47,8.18,0.18
2024-03-25,Person_28,09:03,17:03,8.0,0.0
2024-03-26,Person_28,08:27,17:06,8.65,0.65
2024-03-27,Person_28,08:54,17:14,8.33,0.33
2024-03-28,Person_28,08:48,16:58,8.17,0.17
2024-03-29,Person_28,08:55,17:18,8.38,0.38
2024-03-30,Person_28,09:08,17:04,7.93,0.0
2024-03-31,Person_28,08:46,17:24,8.63,0.63
2024-04-01,Person_28,09:06,17:14,8.13,0.13
2024-04-02,Person_28,09:11,16:54,7.72,0.0
2024-04-03,Person_28,08:56,17:11,8.25,0.25
2024-04-04,Person_28,08:47,16:51,8.07,0.07
2024-04-05,Person_28,09:04,16:48,7.73,0.0
2024-04-06,Person_28,08:53,16:47,7.9,0.0
2024-04-07,Person_28,08:44,16:47,8.05,0.05
2024-04-08,Person_28,08:48,16:59,8.18,0.18
2024-04-09,Person_28,09:11,17:14,8.05,0.05
2024-04-10,Person_28,08:49,16:49,8.0,0.0
2024-04-11,Person_28,08:48,17:19,8.52,0.52
2024-04-12,Person_28,09:03,16:59,7.93,0.0
2024-04-13,Person_28,08:35,17:08,8.55,0.55
2024-04-14,Person_28,08:48,17:15,8.45,0.45
2024-04-15,Person_28,08:47,16:52,8.08,0.08
2024-04-16,Person_28,09:00,16:55,7.92,0.0
2024-04-17,Person_28,08:54,16:54,8.0,0.0
2024-04-18,Person_28,08:38,17:10,8.53,0.53
2024-04-19,Person_28,08:57,16:43,7.77,0.0
2024-04-20,Person_28,09:05,16:47,7.7,0.0
2024-04-21,Person_28,08:44,16:47,8.05,0.05
2024-04-22,Person_28,08:51,17:03,8.2,0.2
2024-04-23,Person_28,08:51,16:54,8.05,0.05
2024-04-24,Person_28,09:01,16:48,7.78,0.0
2024-04-25,Person_28,08:50,16:51,8.02,0.02
2024-04-26,Person_28,08:49,16:40,7.85,0.0
2024-04-27,Person_28,09:10,17:20,8.17,0.17
2024-04-28,Person_28,08:44,16:47,8.05,0.05
2024-04-29,Person_28,08:52,16:57,8.08,0.08
2024-04-30,Person_28,09:01,16:46,7.75,0.0
2024-05-01,Person_28,08:54,17:16,8.37,0.37
2024-05-02,Person_28,08:56,16:45,7.82,0.0
2024-05-03,Person_28,09:05,17:03,7.97,0.0
2024-05-04,Person_28,08:38,17:14,8.6,0.6
2024-05-05,Person_28,08:51,17:17,8.43,0.43
2024-05-06,Person_28,08:57,16:47,7.83,0.0
2024-05-07,Person_28,09:01,16:47,7.77,0.0
2024-05-08,Person_28,09:04,16:41,7.62,0.0
2024-05-09,Person_28,08:56,16:44,7.8,0.0
2024-05-10,Person_28,08:45,17:05,8.33,0.33
2024-05-11,Person_28,08:44,17:06,8.37,0.37
2024-05-12,Person_28,08:52,17:10,8.3,0.3
2024-05-13,Person_28,08:47,16:48,8.02,0.02
2024-05-14,Person_28,08:58,16:47,7.82,0.0
2024-05-15,Person_28,08:53,16:55,8.03,0.03
2024-05-16,Person_28,08:53,17:03,8.17,0.17
2024-05-17,Person_28,09:03,16:59,7.93,0.0
2024-05-18,Person_28,08:58,17:14,8.27,0.27
2024-05-19,Person_28,08:38,17:00,8.37,0.37
2024-05-20,Person_28,09:04,16:58,7.9,0.0
2024-05-21,Person_28,08:57,17:14,8.28,0.28
2024-05-22,Person_28,09:00,16:49,7.82,0.0
2024-05-23,Person_28,08:51,17:03,8.2,0.2
2024-05-24,Person_28,08:54,17:17,8.38,0.38
2024-05-25,Person_28,09:04,17:05,8.02,0.02
2024-05-26,Person_28,08:54,16:32,7.63,0.0
2024-05-27,Person_28,08:52,17:15,8.38,0.38
2024-05-28,Person_28,09:01,16:57,7.93,0.0
2024-05-29,Person_28,09:05,16:55,7.83,0.0
2024-05-30,Person_28,09:07,17:13,8.1,0.1
2024-05-31,Person_28,08:51,16:56,8.08,0.08
2024-06-01,Person_28,08:55,17:15,8.33,0.33
2024-06-02,Person_28,08:48,17:28,8.67,0.67
2024-06-03,Person_28,08:59,17:17,8.3,0.3
2024-06-04,Person_28,08:58,16:48,7.83,0.0
2024-06-05,Person_28,08:55,16:58,8.05,0.05
2024-06-06,Person_28,09:01,16:54,7.88,0.0
2024-06-07,Person_28,09:14,17:03,7.82,0.0
2024-06-08,Person_28,08:45,16:52,8.12,0.12
2024-06-09,Person_28,08:50,17:07,8.28,0.28
2024-06-10,Person_28,08:55,17:26,8.52,0.52
2024-06-11,Person_28,08:54,17:24,8.5,0.5
2024-06-12,Person_28,09:03,16:52,7.82,0.0
2024-06-13,Person_28,08:56,16:54,7.97,0.0
2024-06-14,Person_28,08:58,17:08,8.17,0.17
2024-06-15,Person_28,09:02,16:54,7.87,0.0
2024-06-16,Person_28,08:39,16:37,7.97,0.0
2024-06-17,Person_28,08:49,17:10,8.35,0.35
2024-06-18,Person_28,08:51,17:07,8.27,0.27
2024-06-19,Person_28,08:48,16:44,7.93,0.0
2024-06-20,Person_28,09:09,16:54,7.75,0.0
2024-06-21,Person_28,08:55,17:08,8.22,0.22
2024-06-22,Person_28,09:01,16:47,7.77,0.0
2024-06-23,Person_28,09:05,17:07,8.03,0.03
2024-06-24,Person_28,08:54,17:11,8.28,0.28
2024-06-25,Person_28,09:08,17:08,8.0,0.0
2024-06-26,Person_28,08:56,17:00,8.07,0.07
2024-06-27,Person_28,09:02,16:54,7.87,0.0
2024-06-28,Person_28,08:55,16:45,7.83,0.0
2024-06-29,Person_28,09:07,16:57,7.83,0.0
2024-06-30,Person_28,09:05,16:48,7.72,0.0
2024-07-01,Person_28,09:07,17:03,7.93,0.0
2024-07-02,Person_28,08:51,17:00,8.15,0.15
2024-07-03,Person_28,08:46,17:22,8.6,0.6
2024-07-04,Person_28,08:55,16:56,8.02,0.02
2024-07-05,Person_28,09:02,16:57,7.92,0.0
2024-07-06,Person_28,09:14,17:03,7.82,0.0
2024-07-07,Person_28,09:10,17:14,8.07,0.07
2024-07-08,Person_28,08:50,16:58,8.13,0.13
2024-07-09,Person_28,08:56,16:46,7.83,0.0
2024-07-10,Person_28,08:58,16:53,7.92,0.0
2024-07-11,Person_28,09:13,17:08,7.92,0.0
2024-07-12,Person_28,08:56,16:52,7.93,0.0
2024-07-13,Person_28,08:56,16:43,7.78,0.0
2024-07-14,Person_28,09:05,16:57,7.87,0.0
2024-07-15,Person_28,09:02,16:52,7.83,0.0
2024-07-16,Person_28,08:50,16:57,8.12,0.12
2024-07-17,Person_28,08:52,17:11,8.32,0.32
2024-07-18,Person_28,08:54,17:20,8.43,0.43
2024-07-19,Person_28,08:57,16:34,7.62,0.0
2024-07-20,Person_28,09:03,16:55,7.87,0.0
2024-07-21,Person_28,09:03,16:54,7.85,0.0
2024-07-22,Person_28,09:04,17:05,8.02,0.02
2024-07-23,Person_28,08:49,17:07,8.3,0.3
2024-07-24,Person_28,09:03,16:28,7.42,0.0
2024-07-25,Person_28,08:52,17:12,8.33,0.33
2024-07-26,Person_28,08:50,17:12,8.37,0.37
2024-07-27,Person_28,09:01,16:46,7.75,0.0
2024-07-28,Person_28,08:55,16:50,7.92,0.0
2024-07-29,Person_28,08:58,17:06,8.13,0.13
2024-07-30,Person_28,09:07,17:19,8.2,0.2
2024-07-31,Person_28,09:01,17:01,8.0,0.0
2024-08-01,Person_28,08:40,16:39,7.98,0.0
2024-08-02,Person_28,09:02,16:53,7.85,0.0
2024-08-03,Person_28,09:03,17:05,8.03,0.03
2024-08-04,Person_28,08:55,17:03,8.13,0.13
2024-08-05,Person_28,08:56,16:56,8.0,0.0
2024-08-06,Person_28,08:54,17:07,8.22,0.22
2024-08-07,Person_28,08:44,17:12,8.47,0.47
2024-08-08,Person_28,08:49,17:02,8.22,0.22
2024-08-09,Person_28,09:10,17:25,8.25,0.25
2024-08-10,Person_28,08:54,16:53,7.98,0.0
2024-08-11,Person_28,08:52,17:02,8.17,0.17
2024-08-12,Person_28,08:43,17:09,8.43,0.43
2024-08-13,Person_28,08:45,16:59,8.23,0.23
2024-08-14,Person_28,08:56,16:49,7.88,0.0
2024-08-15,Person_28,08:49,17:10,8.35,0.35
2024-08-16,Person_28,08:54,17:18,8.4,0.4
2024-08-17,Person_28,09:01,16:59,7.97,0.0
2024-08-18,Person_28,08:43,17:05,8.37,0.37
2024-08-19,Person_28,08:48,17:03,8.25,0.25
2024-08-20,Person_28,08:58,17:11,8.22,0.22
2024-08-21,Person_28,08:47,16:54,8.12,0.12
2024-08-22,Person_28,08:49,16:56,8.12,0.12
2024-08-23,Person_28,09:01,16:47,7.77,0.0
2024-08-24,Person_28,08:54,17:14,8.33,0.33
2024-08-25,Person_28,08:36,16:54,8.3,0.3
2024-08-26,Person_28,08:45,17:10,8.42,0.42
2024-08-27,Person_28,08:53,17:03,8.17,0.17
2024-08-28,Person_28,09:01,17:13,8.2,0.2
2024-08-29,Person_28,08:42,16:55,8.22,0.22
2024-08-30,Person_28,08:58,17:18,8.33,0.33
2024-08-31,Person_28,08:49,17:00,8.18,0.18
2024-09-01,Person_28,08:53,17:19,8.43,0.43
2024-09-02,Person_28,08:55,16:47,7.87,0.0
2024-09-03,Person_28,08:54,17:01,8.12,0.12
2024-09-04,Person_28,08:52,17:13,8.35,0.35
2024-09-05,Person_28,08:44,16:53,8.15,0.15
2024-09-06,Person_28,08:43,16:55,8.2,0.2
2024-09-07,Person_28,08:38,16:46,8.13,0.13
2024-09-08,Person_28,08:47,16:31,7.73,0.0
2024-09-09,Person_28,09:00,17:11,8.18,0.18
2024-09-10,Person_28,08:50,17:08,8.3,0.3
2024-09-11,Person_28,09:00,16:34,7.57,0.0
2024-09-12,Person_28,09:09,17:05,7.93,0.0
2024-09-13,Person_28,08:45,17:06,8.35,0.35
2024-09-14,Person_28,09:02,16:53,7.85,0.0
2024-09-15,Person_28,08:59,17:02,8.05,0.05
2024-09-16,Person_28,08:44,16:48,8.07,0.07
2024-09-17,Person_28,08:58,16:48,7.83,0.0
2024-09-18,Person_28,09:02,17:11,8.15,0.15
2024-09-19,Person_28,08:39,16:53,8.23,0.23
2024-09-20,Person_28,08:56,16:58,8.03,0.03
2024-09-21,Person_28,08:47,16:59,8.2,0.2
2024-09-22,Person_28,09:00,17:06,8.1,0.1
2024-09-23,Person_28,08:47,17:05,8.3,0.3
2024-09-24,Person_28,08:53,17:08,8.25,0.25
2024-09-25,Person_28,08:56,16:42,7.77,0.0
2024-09-26,Person_28,09:00,16:54,7.9,0.0
2024-09-27,Person_28,09:03,16:41,7.63,0.0
2024-09-28,Person_28,09:02,16:56,7.9,0.0
2024-09-29,Person_28,08:52,16:59,8.12,0.12
2024-09-30,Person_28,09:11,16:41,7.5,0.0
2024-10-01,Person_28,09:01,17:11,8.17,0.17
2024-10-02,Person_28,08:54,17:08,8.23,0.23
2024-10-03,Person_28,08:48,16:57,8.15,0.15
2024-10-04,Person_28,08:55,17:02,8.12,0.12
2024-10-05,Person_28,08:57,17:02,8.08,0.08
2024-10-06,Person_28,08:49,17:10,8.35,0.35
2024-10-07,Person_28,09:01,17:19,8.3,0.3
2024-10-08,Person_28,09:06,16:38,7.53,0.0
2024-10-09,Person_28,08:58,16:42,7.73,0.0
2024-10-10,Person_28,08:49,16:47,7.97,0.0
2024-10-11,Person_28,08:58,17:03,8.08,0.08
2024-10-12,Person_28,08:53,17:12,8.32,0.32
2024-10-13,Person_28,09:05,17:10,8.08,0.08
2024-10-14,Person_28,09:03,17:00,7.95,0.0
2024-10-15,Person_28,08:52,17:02,8.17,0.17
2024-10-16,Person_28,08:59,17:03,8.07,0.07
2024-10-17,Person_28,09:04,17:45,8.68,0.68
2024-10-18,Person_28,09:05,17:16,8.18,0.18
2024-10-19,Person_28,08:55,17:02,8.12,0.12
2024-10-20,Person_28,08:57,17:03,8.1,0.1
2024-10-21,Person_28,08:56,17:04,8.13,0.13
2024-10-22,Person_28,09:02,17:19,8.28,0.28
2024-10-23,Person_28,08:54,17:24,8.5,0.5
2024-10-24,Person_28,09:09,17:01,7.87,0.0
2024-10-25,Person_28,09:19,17:08,7.82,0.0
2024-10-26,Person_28,08:54,16:59,8.08,0.08
2024-10-27,Person_28,09:04,17:04,8.0,0.0
2024-10-28,Person_28,08:35,17:01,8.43,0.43
2024-10-29,Person_28,09:09,16:45,7.6,0.0
2024-10-30,Person_28,09:00,17:14,8.23,0.23
2024-10-31,Person_28,08:54,16:50,7.93,0.0
2024-11-01,Person_28,08:59,17:11,8.2,0.2
2024-11-02,Person_28,08:45,17:13,8.47,0.47
2024-11-03,Person_28,09:04,17:04,8.0,0.0
2024-11-04,Person_28,09:12,17:13,8.02,0.02
2024-11-05,Person_28,09:04,17:07,8.05,0.05
2024-11-06,Person_28,08:53,16:59,8.1,0.1
2024-11-07,Person_28,09:06,17:09,8.05,0.05
2024-11-08,Person_28,08:53,16:55,8.03,0.03
2024-11-09,Person_28,08:52,17:03,8.18,0.18
2024-11-10,Person_28,08:57,17:00,8.05,0.05
2024-11-11,Person_28,09:02,17:00,7.97,0.0
2024-11-12,Person_28,09:01,17:03,8.03,0.03
2024-11-13,Person_28,08:44,16:59,8.25,0.25
2024-11-14,Person_28,08:36,17:27,8.85,0.85
2024-11-15,Person_28,08:58,16:40,7.7,0.0
2024-11-16,Person_28,08:56,17:08,8.2,0.2
2024-11-17,Person_28,08:42,17:10,8.47,0.47
2024-11-18,Person_28,08:59,17:01,8.03,0.03
2024-11-19,Person_28,09:03,16:46,7.72,0.0
2024-11-20,Person_28,08:51,16:42,7.85,0.0
2024-11-21,Person_28,08:55,16:59,8.07,0.07
2024-11-22,Person_28,09:04,17:18,8.23,0.23
2024-11-23,Person_28,08:45,17:14,8.48,0.48
2024-11-24,Person_28,08:47,16:57,8.17,0.17
2024-11-25,Person_28,08:54,17:03,8.15,0.15
2024-11-26,Person_28,08:48,17:03,8.25,0.25
2024-11-27,Person_28,08:50,17:09,8.32,0.32
2024-11-28,Person_28,09:00,17:03,8.05,0.05
2024-11-29,Person_28,08:52,16:59,8.12,0.12
2024-11-30,Person_28,08:52,17:09,8.28,0.28
2024-12-01,Person_28,08:51,17:07,8.27,0.27
2024-12-02,Person_28,08:55,17:02,8.12,0.12
2024-12-03,Person_28,08:43,17:24,8.68,0.68
2024-12-04,Person_28,08:43,16:53,8.17,0.17
2024-12-05,Person_28,08:38,17:06,8.47,0.47
2024-12-06,Person_28,08:50,17:08,8.3,0.3
2024-12-07,Person_28,08:54,16:54,8.0,0.0
2024-12-08,Person_28,08:54,17:05,8.18,0.18
2024-12-09,Person_28,09:17,17:00,7.72,0.0
2024-12-10,Person_28,09:00,17:05,8.08,0.08
2024-12-11,Person_28,08:54,16:54,8.0,0.0
2024-12-12,Person_28,09:01,17:02,8.02,0.02
2023-01-01,Person_29,08:53,17:15,8.37,0.37
2023-01-02,Person_29,09:00,17:17,8.28,0.28
2023-01-03,Person_29,08:55,17:25,8.5,0.5
2023-01-04,Person_29,09:23,17:28,8.08,0.08
2023-01-05,Person_29,09:00,16:54,7.9,0.0
2023-01-06,Person_29,09:12,17:25,8.22,0.22
2023-01-07,Person_29,09:09,17:18,8.15,0.15
2023-01-08,Person_29,08:53,17:01,8.13,0.13
2023-01-09,Person_29,09:10,17:20,8.17,0.17
2023-01-10,Person_29,08:46,17:09,8.38,0.38
2023-01-11,Person_29,08:50,17:03,8.22,0.22
2023-01-12,Person_29,08:46,17:13,8.45,0.45
2023-01-13,Person_29,08:54,17:01,8.12,0.12
2023-01-14,Person_29,09:06,16:52,7.77,0.0
2023-01-15,Person_29,08:41,16:40,7.98,0.0
2023-01-16,Person_29,09:02,16:44,7.7,0.0
2023-01-17,Person_29,09:08,17:01,7.88,0.0
2023-01-18,Person_29,09:02,16:52,7.83,0.0
2023-01-19,Person_29,08:53,17:04,8.18,0.18
2023-01-20,Person_29,09:06,17:08,8.03,0.03
2023-01-21,Person_29,08:52,17:16,8.4,0.4
2023-01-22,Person_29,09:14,16:42,7.47,0.0
2023-01-23,Person_29,09:18,16:54,7.6,0.0
2023-01-24,Person_29,08:49,17:02,8.22,0.22
2023-01-25,Person_29,09:24,17:05,7.68,0.0
2023-01-26,Person_29,08:47,16:53,8.1,0.1
2023-01-27,Person_29,09:09,17:07,7.97,0.0
2023-01-28,Person_29,08:49,17:12,8.38,0.38
2023-01-29,Person_29,09:04,17:33,8.48,0.48
2023-01-30,Person_29,09:21,16:55,7.57,0.0
2023-01-31,Person_29,08:45,16:56,8.18,0.18
2023-02-01,Person_29,09:12,17:24,8.2,0.2
2023-02-02,Person_29,09:11,17:08,7.95,0.0
2023-02-03,Person_29,08:44,17:09,8.42,0.42
2023-02-04,Person_29,09:06,16:58,7.87,0.0
2023-02-05,Person_29,08:54,16:54,8.0,0.0
2023-02-06,Person_29,08:56,16:47,7.85,0.0
2023-02-07,Person_29,08:52,17:15,8.38,0.38
2023-02-08,Person_29,08:51,17:01,8.17,0.17
2023-02-09,Person_29,09:00,17:12,8.2,0.2
2023-02-10,Person_29,09:01,16:57,7.93,0.0
